Organization,Repository,IssueNbr,LabelName,LabelDescription,LabelDefaultTag,CreatedAt,ClosedAt,Assignees
hackforla,VRMS,525,dependencies,Pull requests that update a dependency file,False,2021-04-12T09:59:52Z,2021-04-13T02:24:23Z,0
hackforla,VRMS,524,Dependency - Icebox,,False,2021-04-11T21:48:48Z,2021-04-20T03:10:36Z,0
hackforla,VRMS,523,null,null,null,2021-04-09T00:52:04Z,2021-04-09T00:56:20Z,0
hackforla,VRMS,522,Bug,,False,2021-04-08T16:55:32Z,2021-07-09T19:09:52Z,1
hackforla,VRMS,521,null,null,null,2021-04-08T02:25:22Z,2021-04-12T07:02:21Z,0
hackforla,VRMS,520,72 hour change request,,False,2021-04-08T01:39:39Z,2021-04-12T07:02:21Z,1
hackforla,VRMS,520,Bug,,False,2021-04-08T01:39:39Z,2021-04-12T07:02:21Z,1
hackforla,VRMS,519,null,null,null,2021-04-06T20:05:25Z,2021-04-12T19:19:15Z,0
hackforla,VRMS,518,dependencies,Pull requests that update a dependency file,False,2021-04-01T07:22:58Z,2021-04-13T02:25:15Z,0
hackforla,VRMS,517,dependencies,Pull requests that update a dependency file,False,2021-03-31T08:20:17Z,2021-04-12T09:59:55Z,0
hackforla,VRMS,516,1 week change request,,False,2021-03-30T16:29:32Z,2021-04-16T18:18:15Z,1
hackforla,VRMS,515,null,null,null,2021-03-29T22:30:52Z,2021-05-05T07:09:27Z,0
hackforla,VRMS,514,1 week change request,,False,2021-03-26T18:34:59Z,2021-04-16T18:18:39Z,1
hackforla,VRMS,514,Bug,,False,2021-03-26T18:34:59Z,2021-04-16T18:18:39Z,1
hackforla,VRMS,513,null,null,null,2021-03-26T05:41:35Z,2021-04-20T02:10:00Z,1
hackforla,VRMS,512,1 week change request,,False,2021-03-24T15:44:40Z,2021-04-16T18:17:48Z,1
hackforla,VRMS,511,Documentation,Improvements or additions to documentation,False,2021-03-23T18:13:16Z,2021-04-20T02:10:00Z,1
hackforla,VRMS,510,null,null,null,2021-03-23T03:29:41Z,2021-03-30T21:32:34Z,0
hackforla,VRMS,509,Stakeholder update: Meeting Times,,False,2021-03-23T01:44:21Z,2021-04-05T05:31:42Z,1
hackforla,VRMS,509,1 week change request,,False,2021-03-23T01:44:21Z,2021-04-05T05:31:42Z,1
hackforla,VRMS,509,v0.3,Tasks for currently released application v0.3,False,2021-03-23T01:44:21Z,2021-04-05T05:31:42Z,1
hackforla,VRMS,509,Bug,,False,2021-03-23T01:44:21Z,2021-04-05T05:31:42Z,1
hackforla,VRMS,509,size: 1pt,1 pt = 2 hours,False,2021-03-23T01:44:21Z,2021-04-05T05:31:42Z,1
hackforla,VRMS,509,role: Database,,False,2021-03-23T01:44:21Z,2021-04-05T05:31:42Z,1
hackforla,VRMS,508,1 week change request,,False,2021-03-21T17:34:35Z,2021-04-16T18:18:58Z,1
hackforla,VRMS,507,1 week change request,,False,2021-03-18T02:08:10Z,2021-04-16T18:19:12Z,1
hackforla,VRMS,506,role: Missing,,False,2021-03-17T03:14:10Z,,0
hackforla,VRMS,506,size: missing,,False,2021-03-17T03:14:10Z,,0
hackforla,VRMS,505,1 week change request,,False,2021-03-17T02:02:37Z,2021-04-27T02:25:22Z,1
hackforla,VRMS,504,role: Front End,,False,2021-03-16T02:57:33Z,2021-05-28T01:35:16Z,1
hackforla,VRMS,504,v0.3,Tasks for currently released application v0.3,False,2021-03-16T02:57:33Z,2021-05-28T01:35:16Z,1
hackforla,VRMS,503,role: Back End,,False,2021-03-15T18:07:58Z,2021-03-23T01:47:22Z,0
hackforla,VRMS,503,v0.3,Tasks for currently released application v0.3,False,2021-03-15T18:07:58Z,2021-03-23T01:47:22Z,0
hackforla,VRMS,502,role: Back End,,False,2021-03-14T08:07:57Z,2021-03-23T01:47:22Z,1
hackforla,VRMS,502,v0.3,Tasks for currently released application v0.3,False,2021-03-14T08:07:57Z,2021-03-23T01:47:22Z,1
hackforla,VRMS,501,Good first issue,Good for newcomers,False,2021-03-09T02:22:46Z,2021-05-18T01:57:44Z,1
hackforla,VRMS,501,role: Front End,,False,2021-03-09T02:22:46Z,2021-05-18T01:57:44Z,1
hackforla,VRMS,501,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-03-09T02:22:46Z,2021-05-18T01:57:44Z,1
hackforla,VRMS,500,1 week change request,,False,2021-02-28T04:11:36Z,2021-03-16T01:54:17Z,1
hackforla,VRMS,499,Bug,,False,2021-02-26T07:54:20Z,,0
hackforla,VRMS,499,v0.4 migrated,,False,2021-02-26T07:54:20Z,,0
hackforla,VRMS,499,role: Missing,,False,2021-02-26T07:54:20Z,,0
hackforla,VRMS,499,size: missing,,False,2021-02-26T07:54:20Z,,0
hackforla,VRMS,498,role: Front End,,False,2021-02-20T06:24:07Z,2021-03-02T17:07:29Z,1
hackforla,VRMS,498,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-20T06:24:07Z,2021-03-02T17:07:29Z,1
hackforla,VRMS,497,role: Back End,,False,2021-02-18T22:16:35Z,2021-05-07T01:20:54Z,1
hackforla,VRMS,497,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-18T22:16:35Z,2021-05-07T01:20:54Z,1
hackforla,VRMS,496,role: Back End,,False,2021-02-18T21:12:07Z,2021-07-06T02:13:39Z,0
hackforla,VRMS,496,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-18T21:12:07Z,2021-07-06T02:13:39Z,0
hackforla,VRMS,495,1 week change request,,False,2021-02-18T00:49:54Z,2021-03-16T01:55:57Z,1
hackforla,VRMS,494,role: Back End,,False,2021-02-17T21:38:06Z,2021-03-02T02:41:21Z,1
hackforla,VRMS,494,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-17T21:38:06Z,2021-03-02T02:41:21Z,1
hackforla,VRMS,493,role: Back End,,False,2021-02-17T21:20:00Z,2021-04-12T19:19:17Z,1
hackforla,VRMS,493,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-17T21:20:00Z,2021-04-12T19:19:17Z,1
hackforla,VRMS,492,role: Front End,,False,2021-02-17T08:03:33Z,2021-05-11T01:44:35Z,1
hackforla,VRMS,492,role: Back End,,False,2021-02-17T08:03:33Z,2021-05-11T01:44:35Z,1
hackforla,VRMS,492,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-17T08:03:33Z,2021-05-11T01:44:35Z,1
hackforla,VRMS,491,Good first issue,Good for newcomers,False,2021-02-12T01:37:33Z,,0
hackforla,VRMS,491,role: Front End,,False,2021-02-12T01:37:33Z,,0
hackforla,VRMS,491,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-12T01:37:33Z,,0
hackforla,VRMS,491,v0.4 migrated,,False,2021-02-12T01:37:33Z,,0
hackforla,VRMS,491,size: missing,,False,2021-02-12T01:37:33Z,,0
hackforla,VRMS,490,1 week change request,,False,2021-02-10T00:19:24Z,2021-02-10T00:24:13Z,0
hackforla,VRMS,489,role: Front End,,False,2021-02-09T05:18:35Z,2021-05-02T18:16:03Z,1
hackforla,VRMS,489,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-09T05:18:35Z,2021-05-02T18:16:03Z,1
hackforla,VRMS,489,Bug,,False,2021-02-09T05:18:35Z,2021-05-02T18:16:03Z,1
hackforla,VRMS,488,Good first issue,Good for newcomers,False,2021-02-09T04:12:05Z,2021-03-02T17:07:29Z,1
hackforla,VRMS,488,role: Front End,,False,2021-02-09T04:12:05Z,2021-03-02T17:07:29Z,1
hackforla,VRMS,488,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-09T04:12:05Z,2021-03-02T17:07:29Z,1
hackforla,VRMS,487,Good first issue,Good for newcomers,False,2021-02-09T02:06:26Z,2021-05-05T07:09:27Z,1
hackforla,VRMS,487,role: Back End,,False,2021-02-09T02:06:26Z,2021-05-05T07:09:27Z,1
hackforla,VRMS,487,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-09T02:06:26Z,2021-05-05T07:09:27Z,1
hackforla,VRMS,486,1 week change request,,False,2021-02-09T00:48:34Z,2021-03-16T01:55:06Z,1
hackforla,VRMS,485,role: Front End,,False,2021-02-08T22:01:27Z,2021-02-22T18:42:32Z,1
hackforla,VRMS,485,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-08T22:01:27Z,2021-02-22T18:42:32Z,1
hackforla,VRMS,484,1 week change request,,False,2021-02-08T07:13:43Z,2021-03-06T05:54:33Z,1
hackforla,VRMS,483,1 week change request,,False,2021-02-08T07:11:02Z,2021-03-07T05:13:03Z,1
hackforla,VRMS,482,1 week change request,,False,2021-02-08T07:08:17Z,2021-03-06T05:54:02Z,0
hackforla,VRMS,481,1 week change request,,False,2021-02-08T07:05:40Z,2021-03-07T05:13:31Z,1
hackforla,VRMS,480,role: Front End,,False,2021-02-07T12:40:35Z,2021-02-15T20:46:03Z,1
hackforla,VRMS,480,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-07T12:40:35Z,2021-02-15T20:46:03Z,1
hackforla,VRMS,479,Good first issue,Good for newcomers,False,2021-02-06T01:11:01Z,2021-06-30T20:13:03Z,1
hackforla,VRMS,479,role: Front End,,False,2021-02-06T01:11:01Z,2021-06-30T20:13:03Z,1
hackforla,VRMS,479,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-06T01:11:01Z,2021-06-30T20:13:03Z,1
hackforla,VRMS,478,1 week change request,,False,2021-02-05T20:05:27Z,2021-03-16T01:54:55Z,1
hackforla,VRMS,477,role: Front End,,False,2021-02-05T06:18:41Z,2021-02-08T22:27:02Z,0
hackforla,VRMS,477,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-05T06:18:41Z,2021-02-08T22:27:02Z,0
hackforla,VRMS,476,1 week change request,,False,2021-02-05T00:35:11Z,2021-03-16T01:54:35Z,1
hackforla,VRMS,475,1 week change request,,False,2021-02-04T02:26:08Z,2021-03-06T05:53:02Z,1
hackforla,VRMS,474,role: Front End,,False,2021-02-01T19:07:07Z,2021-02-02T02:12:19Z,0
hackforla,VRMS,474,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-02-01T19:07:07Z,2021-02-02T02:12:19Z,0
hackforla,VRMS,473,role: Front End,,False,2021-01-29T08:09:39Z,,0
hackforla,VRMS,473,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-29T08:09:39Z,,0
hackforla,VRMS,473,v0.4 migrated,,False,2021-01-29T08:09:39Z,,0
hackforla,VRMS,473,size: missing,,False,2021-01-29T08:09:39Z,,0
hackforla,VRMS,472,role: Front End,,False,2021-01-29T08:02:47Z,,0
hackforla,VRMS,472,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-29T08:02:47Z,,0
hackforla,VRMS,472,v0.4 migrated,,False,2021-01-29T08:02:47Z,,0
hackforla,VRMS,472,size: missing,,False,2021-01-29T08:02:47Z,,0
hackforla,VRMS,471,role: Front End,,False,2021-01-29T06:05:36Z,2021-05-11T01:44:35Z,1
hackforla,VRMS,471,role: Back End,,False,2021-01-29T06:05:36Z,2021-05-11T01:44:35Z,1
hackforla,VRMS,471,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-29T06:05:36Z,2021-05-11T01:44:35Z,1
hackforla,VRMS,470,1 week change request,,False,2021-01-29T04:39:52Z,2021-02-11T00:43:04Z,1
hackforla,VRMS,469,Good first issue,Good for newcomers,False,2021-01-27T08:43:55Z,2021-02-15T20:46:03Z,1
hackforla,VRMS,469,role: Front End,,False,2021-01-27T08:43:55Z,2021-02-15T20:46:03Z,1
hackforla,VRMS,469,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-27T08:43:55Z,2021-02-15T20:46:03Z,1
hackforla,VRMS,468,role: Front End,,False,2021-01-27T08:20:19Z,2021-02-02T02:12:19Z,1
hackforla,VRMS,468,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-27T08:20:19Z,2021-02-02T02:12:19Z,1
hackforla,VRMS,467,null,null,null,2021-01-26T06:59:13Z,2021-02-01T07:16:10Z,1
hackforla,VRMS,466,null,null,null,2021-01-26T06:42:52Z,2021-02-02T21:05:30Z,1
hackforla,VRMS,465,null,null,null,2021-01-26T06:26:30Z,2021-02-01T05:54:36Z,1
hackforla,VRMS,464,Good first issue,Good for newcomers,False,2021-01-26T02:27:46Z,2021-07-09T19:05:17Z,1
hackforla,VRMS,464,role: Back End,,False,2021-01-26T02:27:46Z,2021-07-09T19:05:17Z,1
hackforla,VRMS,464,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-26T02:27:46Z,2021-07-09T19:05:17Z,1
hackforla,VRMS,463,Good first issue,Good for newcomers,False,2021-01-26T02:17:09Z,2021-05-07T01:20:52Z,1
hackforla,VRMS,463,role: Back End,,False,2021-01-26T02:17:09Z,2021-05-07T01:20:52Z,1
hackforla,VRMS,463,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-26T02:17:09Z,2021-05-07T01:20:52Z,1
hackforla,VRMS,462,Good first issue,Good for newcomers,False,2021-01-26T02:06:19Z,2021-06-30T20:21:14Z,0
hackforla,VRMS,462,role: Back End,,False,2021-01-26T02:06:19Z,2021-06-30T20:21:14Z,0
hackforla,VRMS,462,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-26T02:06:19Z,2021-06-30T20:21:14Z,0
hackforla,VRMS,461,role: Back End,,False,2021-01-25T07:44:14Z,,0
hackforla,VRMS,461,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-25T07:44:14Z,,0
hackforla,VRMS,461,v0.4 migrated,,False,2021-01-25T07:44:14Z,,0
hackforla,VRMS,461,size: missing,,False,2021-01-25T07:44:14Z,,0
hackforla,VRMS,460,role: Front End,,False,2021-01-22T03:22:07Z,2021-01-26T01:44:59Z,0
hackforla,VRMS,460,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-22T03:22:07Z,2021-01-26T01:44:59Z,0
hackforla,VRMS,459,Good first issue,Good for newcomers,False,2021-01-18T00:03:05Z,2021-03-02T02:41:21Z,1
hackforla,VRMS,459,role: Back End,,False,2021-01-18T00:03:05Z,2021-03-02T02:41:21Z,1
hackforla,VRMS,459,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-18T00:03:05Z,2021-03-02T02:41:21Z,1
hackforla,VRMS,458,1 week change request,,False,2021-01-13T19:53:11Z,2021-01-26T02:47:06Z,1
hackforla,VRMS,457,Good first issue,Good for newcomers,False,2021-01-12T23:35:29Z,2021-02-02T02:23:00Z,1
hackforla,VRMS,457,role: Back End,,False,2021-01-12T23:35:29Z,2021-02-02T02:23:00Z,1
hackforla,VRMS,457,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-12T23:35:29Z,2021-02-02T02:23:00Z,1
hackforla,VRMS,456,role: Back End,,False,2021-01-11T05:09:34Z,2021-04-12T19:19:15Z,2
hackforla,VRMS,456,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-11T05:09:34Z,2021-04-12T19:19:15Z,2
hackforla,VRMS,455,Good first issue,Good for newcomers,False,2021-01-11T04:31:57Z,2021-02-02T21:05:30Z,1
hackforla,VRMS,455,role: Back End,,False,2021-01-11T04:31:57Z,2021-02-02T21:05:30Z,1
hackforla,VRMS,455,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-11T04:31:57Z,2021-02-02T21:05:30Z,1
hackforla,VRMS,454,Good first issue,Good for newcomers,False,2021-01-11T00:33:40Z,2021-02-02T02:23:43Z,1
hackforla,VRMS,454,role: Back End,,False,2021-01-11T00:33:40Z,2021-02-02T02:23:43Z,1
hackforla,VRMS,454,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-11T00:33:40Z,2021-02-02T02:23:43Z,1
hackforla,VRMS,453,role: Front End,,False,2021-01-10T03:02:45Z,2021-01-11T23:06:42Z,0
hackforla,VRMS,453,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-10T03:02:45Z,2021-01-11T23:06:42Z,0
hackforla,VRMS,452,role: Front End,,False,2021-01-08T06:41:27Z,2021-01-12T04:52:33Z,1
hackforla,VRMS,452,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-08T06:41:27Z,2021-01-12T04:52:33Z,1
hackforla,VRMS,451,role: Front End,,False,2021-01-07T09:09:29Z,,0
hackforla,VRMS,451,role: Back End,,False,2021-01-07T09:09:29Z,,0
hackforla,VRMS,451,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2021-01-07T09:09:29Z,,0
hackforla,VRMS,451,v0.4 migrated,,False,2021-01-07T09:09:29Z,,0
hackforla,VRMS,451,size: missing,,False,2021-01-07T09:09:29Z,,0
hackforla,VRMS,450,1 week change request,,False,2021-01-07T02:26:02Z,2021-01-26T02:46:35Z,1
hackforla,VRMS,449,Documentation,Improvements or additions to documentation,False,2021-01-01T23:14:26Z,2021-04-13T03:00:06Z,1
hackforla,VRMS,448,null,null,null,2021-01-01T23:09:02Z,2021-05-25T02:39:24Z,1
hackforla,VRMS,447,role: Front End,,False,2020-12-31T00:24:04Z,2021-01-07T06:52:46Z,1
hackforla,VRMS,447,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-12-31T00:24:04Z,2021-01-07T06:52:46Z,1
hackforla,VRMS,446,1 week change request,,False,2020-12-30T00:14:54Z,2021-03-16T01:56:34Z,1
hackforla,VRMS,445,1 week change request,,False,2020-12-27T19:00:39Z,2021-03-16T01:56:40Z,1
hackforla,VRMS,444,dependencies,Pull requests that update a dependency file,False,2020-12-22T20:22:44Z,2021-01-07T05:00:30Z,0
hackforla,VRMS,443,dependencies,Pull requests that update a dependency file,False,2020-12-13T06:15:46Z,2021-01-07T04:55:49Z,0
hackforla,VRMS,442,dependencies,Pull requests that update a dependency file,False,2020-12-12T08:28:40Z,2021-01-07T05:01:48Z,0
hackforla,VRMS,441,role: Front End,,False,2020-12-11T04:36:44Z,2021-01-07T06:33:05Z,1
hackforla,VRMS,441,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-12-11T04:36:44Z,2021-01-07T06:33:05Z,1
hackforla,VRMS,440,v0.3,Tasks for currently released application v0.3,False,2020-12-08T02:43:35Z,,0
hackforla,VRMS,440,AWS Deployment,,False,2020-12-08T02:43:35Z,,0
hackforla,VRMS,440,role: Missing,,False,2020-12-08T02:43:35Z,,0
hackforla,VRMS,440,size: missing,,False,2020-12-08T02:43:35Z,,0
hackforla,VRMS,439,null,null,null,2020-12-08T00:45:27Z,2021-01-09T04:38:12Z,1
hackforla,VRMS,438,role: Front End,,False,2020-12-03T17:51:50Z,2021-01-12T00:03:45Z,1
hackforla,VRMS,438,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-12-03T17:51:50Z,2021-01-12T00:03:45Z,1
hackforla,VRMS,437,Documentation,Improvements or additions to documentation,False,2020-11-27T16:18:49Z,2021-03-23T02:28:05Z,1
hackforla,VRMS,437,MVP v0.4 - product,Product tasks for the next release MVP v0.4,False,2020-11-27T16:18:49Z,2021-03-23T02:28:05Z,1
hackforla,VRMS,436,role: Back End,,False,2020-11-23T20:35:47Z,2020-11-24T02:37:39Z,0
hackforla,VRMS,436,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-23T20:35:47Z,2020-11-24T02:37:39Z,0
hackforla,VRMS,435,role: Back End,,False,2020-11-23T18:51:07Z,2020-11-24T02:37:39Z,1
hackforla,VRMS,435,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-23T18:51:07Z,2020-11-24T02:37:39Z,1
hackforla,VRMS,434,role: Front End,,False,2020-11-23T18:39:58Z,2021-01-07T06:33:05Z,1
hackforla,VRMS,434,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-23T18:39:58Z,2021-01-07T06:33:05Z,1
hackforla,VRMS,433,Documentation,Improvements or additions to documentation,False,2020-11-22T04:59:54Z,2021-04-13T02:45:26Z,0
hackforla,VRMS,432,role: Front End,,False,2020-11-21T05:56:21Z,2020-11-23T19:32:59Z,1
hackforla,VRMS,432,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-21T05:56:21Z,2020-11-23T19:32:59Z,1
hackforla,VRMS,431,role: Back End,,False,2020-11-20T07:52:09Z,2021-01-09T04:38:12Z,1
hackforla,VRMS,431,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-20T07:52:09Z,2021-01-09T04:38:12Z,1
hackforla,VRMS,430,role: Back End,,False,2020-11-20T07:41:40Z,2020-11-25T07:21:08Z,1
hackforla,VRMS,430,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-20T07:41:40Z,2020-11-25T07:21:08Z,1
hackforla,VRMS,429,Good first issue,Good for newcomers,False,2020-11-18T19:13:49Z,2021-01-26T01:44:58Z,1
hackforla,VRMS,429,role: Front End,,False,2020-11-18T19:13:49Z,2021-01-26T01:44:58Z,1
hackforla,VRMS,429,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-18T19:13:49Z,2021-01-26T01:44:58Z,1
hackforla,VRMS,428,role: Front End,,False,2020-11-18T06:12:17Z,2021-02-08T22:27:02Z,1
hackforla,VRMS,428,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-18T06:12:17Z,2021-02-08T22:27:02Z,1
hackforla,VRMS,427,null,null,null,2020-11-17T22:09:48Z,2020-11-25T07:21:08Z,0
hackforla,VRMS,426,role: Front End,,False,2020-11-17T19:09:49Z,2020-11-17T20:01:27Z,1
hackforla,VRMS,426,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-17T19:09:49Z,2020-11-17T20:01:27Z,1
hackforla,VRMS,425,role: Front End,,False,2020-11-17T06:54:45Z,2021-01-07T06:52:46Z,1
hackforla,VRMS,425,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-17T06:54:45Z,2021-01-07T06:52:46Z,1
hackforla,VRMS,424,role: Front End,,False,2020-11-17T04:44:24Z,2021-01-12T00:03:45Z,1
hackforla,VRMS,424,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-17T04:44:24Z,2021-01-12T00:03:45Z,1
hackforla,VRMS,423,null,null,null,2020-11-17T04:33:28Z,2020-11-20T03:37:29Z,0
hackforla,VRMS,422,null,null,null,2020-11-17T04:28:46Z,2020-11-20T03:37:29Z,1
hackforla,VRMS,421,role: Front End,,False,2020-11-17T04:06:41Z,2020-11-17T19:12:51Z,1
hackforla,VRMS,421,v0.3,Tasks for currently released application v0.3,False,2020-11-17T04:06:41Z,2020-11-17T19:12:51Z,1
hackforla,VRMS,420,null,null,null,2020-11-17T02:56:31Z,2020-11-21T21:37:25Z,1
hackforla,VRMS,419,null,null,null,2020-11-17T02:21:31Z,2020-11-17T02:41:14Z,1
hackforla,VRMS,418,role: Back End,,False,2020-11-16T06:05:51Z,,0
hackforla,VRMS,418,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-16T06:05:51Z,,0
hackforla,VRMS,418,v0.4 migrated,,False,2020-11-16T06:05:51Z,,0
hackforla,VRMS,418,size: missing,,False,2020-11-16T06:05:51Z,,0
hackforla,VRMS,417,role: Back End,,False,2020-11-15T22:17:59Z,2020-11-17T03:55:59Z,0
hackforla,VRMS,417,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-15T22:17:59Z,2020-11-17T03:55:59Z,0
hackforla,VRMS,416,role: Front End,,False,2020-11-14T23:49:57Z,2020-11-17T06:56:15Z,1
hackforla,VRMS,416,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-14T23:49:57Z,2020-11-17T06:56:15Z,1
hackforla,VRMS,415,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-14T04:42:36Z,2020-11-16T22:46:39Z,1
hackforla,VRMS,414,role: Front End,,False,2020-11-13T05:03:16Z,2021-01-11T23:06:41Z,1
hackforla,VRMS,414,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-13T05:03:16Z,2021-01-11T23:06:41Z,1
hackforla,VRMS,413,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-12T19:57:26Z,2020-11-16T08:35:59Z,0
hackforla,VRMS,412,Stakeholder update: Meeting Times,,False,2020-11-12T19:56:31Z,2020-11-18T02:34:37Z,1
hackforla,VRMS,412,1 week change request,,False,2020-11-12T19:56:31Z,2020-11-18T02:34:37Z,1
hackforla,VRMS,412,size: 1pt,1 pt = 2 hours,False,2020-11-12T19:56:31Z,2020-11-18T02:34:37Z,1
hackforla,VRMS,412,role: Database,,False,2020-11-12T19:56:31Z,2020-11-18T02:34:37Z,1
hackforla,VRMS,411,null,null,null,2020-11-11T23:13:59Z,2020-11-14T09:03:32Z,1
hackforla,VRMS,410,role: Back End,,False,2020-11-11T08:48:10Z,2020-11-14T09:03:32Z,1
hackforla,VRMS,410,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-11T08:48:10Z,2020-11-14T09:03:32Z,1
hackforla,VRMS,409,null,null,null,2020-11-11T02:50:04Z,2020-11-11T02:51:48Z,0
hackforla,VRMS,408,role: Front End,,False,2020-11-10T23:20:56Z,2020-11-23T19:32:59Z,1
hackforla,VRMS,408,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-10T23:20:56Z,2020-11-23T19:32:59Z,1
hackforla,VRMS,407,role: Back End,,False,2020-11-10T23:20:34Z,2020-11-25T07:21:08Z,1
hackforla,VRMS,407,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-10T23:20:34Z,2020-11-25T07:21:08Z,1
hackforla,VRMS,406,null,null,null,2020-11-10T06:46:00Z,2020-11-17T18:19:25Z,1
hackforla,VRMS,405,null,null,null,2020-11-10T05:45:18Z,2020-11-15T20:33:10Z,1
hackforla,VRMS,404,null,null,null,2020-11-10T05:25:40Z,2020-11-16T21:05:48Z,0
hackforla,VRMS,403,null,null,null,2020-11-10T05:07:49Z,2020-11-15T20:33:10Z,1
hackforla,VRMS,402,role: Front End,,False,2020-11-10T00:32:43Z,2020-11-17T02:53:40Z,1
hackforla,VRMS,402,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-10T00:32:43Z,2020-11-17T02:53:40Z,1
hackforla,VRMS,401,role: Front End,,False,2020-11-09T23:14:35Z,2020-11-10T02:17:05Z,1
hackforla,VRMS,401,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-09T23:14:35Z,2020-11-10T02:17:05Z,1
hackforla,VRMS,400,role: Front End,,False,2020-11-09T23:10:33Z,2020-11-17T06:56:15Z,1
hackforla,VRMS,400,MVP v0.4 - dev,Development tasks for the next release MVP v0.4,False,2020-11-09T23:10:33Z,2020-11-17T06:56:15Z,1
hackforla,VRMS,399,Stakeholder update: Meeting Times,,False,2020-11-09T00:59:30Z,2020-11-18T01:07:18Z,1
hackforla,VRMS,399,1 week change request,,False,2020-11-09T00:59:30Z,2020-11-18T01:07:18Z,1
hackforla,VRMS,399,size: 1pt,1 pt = 2 hours,False,2020-11-09T00:59:30Z,2020-11-18T01:07:18Z,1
hackforla,VRMS,399,role: Database,,False,2020-11-09T00:59:30Z,2020-11-18T01:07:18Z,1
hackforla,VRMS,398,null,null,null,2020-11-08T06:40:19Z,2020-11-08T06:52:12Z,0
hackforla,VRMS,397,null,null,null,2020-11-08T06:26:14Z,2020-11-08T06:39:06Z,0
